gene,replicate,treatment,time_point,k_on,k_off,k_syn,bf_point,bf_lower,bf_upper,bs_point,bs_lower,bs_upper
ENSMUSG00000000805,2,lps,6,0.008879841554558617,5.717519024836723,47.274668450406864,0.009323833632286548,0.007240642347035321,0.011698253015084642,8.268388481970447,5.600855892386014,12.80787163731537
ENSMUSG00000000805,3,lps,6,0.09782669165818464,112.2695909918643,182.00026419109057,0.048913345829092354,,,6.43576806912024,,
ENSMUSG00000000982,1,unst,0,0.5986989868950631,955.9630469872757,1247.1444608827749,0.5687640375503099,,,,,
ENSMUSG00000000982,1,lps,2,1.7558734345572573,262.57446398029845,4680.12426579724,1.931460778012983,,,15.150390352605426,,
ENSMUSG00000000982,1,pic,2,0.6497457176784281,89.2163656754549,376.6894969307135,0.6822330035623495,,,3.9688696623548636,3.705991359032319,4.17171162978024
ENSMUSG00000000982,1,lps,4,2.111405525985355,115.94673404475647,4253.547405293054,2.111405525985355,,,36.68535763716421,35.53886229179324,38.56040259917024
ENSMUSG00000000982,1,lps,6,1.2892381724812612,149.79679051869343,7025.864696942173,1.2892381724812612,,,46.902638385068755,44.6219908420848,48.93766504918064
ENSMUSG00000000982,2,unst,0,0.4657852734663883,873.4123910433618,1023.5276828584406,0.4657852734663883,,,1.031247518528405,,
ENSMUSG00000000982,2,lps,2,1.1867268893506189,89.91849291598666,3421.1951555681712,1.1867268893506189,,,38.047736840570586,36.88654361589684,39.31424883364041
ENSMUSG00000000982,2,pic,2,0.4609190390266514,102.4072450557528,184.61349028036256,0.5070109429293165,,,1.802738567763002,1.6410571227535393,1.943810186714752
ENSMUSG00000000982,2,lps,4,1.5321216757396756,42.475777340597084,2725.759374133382,1.5321216757396756,,,64.17208924221812,61.99604623553288,66.33828615296743
ENSMUSG00000000982,2,pic,4,0.5863579045893479,993.3348235545294,1493.3765777251872,0.5863579045893479,,,1.4582950743736929,,
ENSMUSG00000000982,2,lps,6,1.1307989279583062,37.619221355458976,2598.6197264373336,1.1307989279583062,,,69.0769142158293,66.35869685584298,71.90765222064864
ENSMUSG00000000982,2,pic,6,0.5621022783813643,998.9457791375895,1724.8141601620605,0.5621022783813643,,,1.6748353817577508,,
ENSMUSG00000000982,2,pic,6A,0.48084576670212115,764.4143424000339,1486.59219968937,0.5048880550372272,,,1.7697194135185117,1.63182728457796,1.941754762868939
ENSMUSG00000000982,3,unst,0,0.5869144176402266,863.6834369804003,1188.206515774373,0.5869144176402266,,,1.1693816219739972,,
ENSMUSG00000000982,3,lps,2,1.3954317469326936,69.22078525577591,3209.888854515812,1.4652033342793283,,,44.98059618040137,42.95831730879482,46.335463286070635
ENSMUSG00000000982,3,pic,2,0.5424034859984169,967.3268058257637,2362.9807642762344,0.5424034859984169,,,2.369510828753775,,
ENSMUSG00000000982,3,lps,4,1.7417964543164752,138.2595609081439,8722.038385370974,1.7417964543164752,,,63.08452253197645,,
ENSMUSG00000000982,3,pic,4,0.9439770137183057,149.3940635256253,348.7162327247815,0.9439770137183057,,,2.334204080773041,2.1116527819610567,2.537633573922251
ENSMUSG00000000982,3,lps,6,1.2576056738782926,36.97884601296669,2891.4453539538736,1.2576056738782926,,,78.19187632139693,75.01288336244808,81.59209433210756
ENSMUSG00000000982,3,pic,6,0.7558338974383703,116.97386486738176,292.38416983472575,0.7936255923102887,,,2.574555395525321,2.327790278819068,2.7812558530911096
ENSMUSG00000001131,2,lps,2,0.17389587934728626,180.50491637040622,263.6144391466071,0.09564273364100742,,,3.6948829120659985,3.299341853926785,4.179359273250997
ENSMUSG00000001131,2,lps,4,0.274353936968905,854.6218923798584,1047.9519187417568,0.23320084642356925,,,3.543767217020398,3.1276004224319705,3.995658809739299
ENSMUSG00000001131,2,lps,6,0.1378926547871869,146.64705736558085,192.98539432413074,0.055157061914874767,,,5.22446225127338,,
ENSMUSG00000001131,3,lps,6,0.14313148725584526,72.16104798273084,420.38903521930996,0.14313148725584526,,,5.476163444864605,4.825928942537075,6.443940120156142
ENSMUSG00000001435,3,pic,4,0.03554270972683046,1.564807114677099,3.212594911830016,0.03554270972683046,0.01464693882895733,0.05963456580261861,2.0530293361383016,1.1795820523353127,5.15274526218416
ENSMUSG00000001467,2,pic,4,0.632326106747455,1.4879573944078899,1.822208451959113,0.632326106747455,0.35228150281385046,0.9998043679998382,1.2246375190629926,0.6276386951171032,2.728539574687375
ENSMUSG00000001707,3,lps,2,1.628802974880163,4.522305616196593,4.53925348800978,1.628802974880163,1.201513059680552,2.276129873030971,1.0037476175321915,0.5735231806970262,1.6525686497791459
ENSMUSG00000001707,3,pic,4,1.0754104851023403,1.2805747303666797,1.4990617654264595,1.0754104851023403,0.20709378709449747,3.1864673551423524,1.1706163880004241,,
ENSMUSG00000001833,1,lps,6,1.5152108264238002,1.016428762351601,1.3823735526787286,0.07576054132119014,,,0.09520209607570851,,
ENSMUSG00000001833,2,pic,4,1.3977517725008386,1.0709305170072423,1.8967606861458248,1.3977517725008386,0.5240933530694938,3.650350287954401,1.7711332864492437,,
ENSMUSG00000001833,3,pic,4,1.7556380883211435,1.2571884905439838,2.4084227051121503,1.7556380883211435,0.6938126456644215,4.7347921789996885,1.9157212488240558,,
ENSMUSG00000001833,3,lps,6,2.4344249132840834,2.0615102020901417,3.2957828980249744,2.4344249132840834,1.0431817513439023,5.808345496510007,0.20783393470905187,,
ENSMUSG00000001924,3,pic,4,0.9651965761764163,0.18419070785742858,1.137358225028429,4.440892098500626e-16,,,0.061748946961472484,,
ENSMUSG00000002107,3,unst,0,1.4327048248907288,0.5282249050487411,1.8110727961872335,1.4327048248907288,0.2800194067624398,6.411731656960052,3.4286016787113054,,
ENSMUSG00000002107,3,pic,2,2.565724604403359,2.069838021973663,2.4299051805262213,2.565724604403359,0.8637419763894082,7.240019483582362,0.15261468294374048,,
ENSMUSG00000002307,1,pic,4,1.093382670779347,1.5813940096113182,3.9983349506469925,1.093382670779347,0.8465923920969907,1.4155908700546953,2.5283610070267817,1.6727412138122495,3.779764333490243
ENSMUSG00000002477,2,lps,6,1.5640752717751805,2.0796941221719827,3.03986100203924,1.5640752717751805,0.9943997069085719,2.5390293233318646,1.4616865863257247,0.6473070402743366,3.0651637188245076
ENSMUSG00000002477,3,lps,2,1.4807541474914874,1.1728512271324678,2.9941526165882317,1.4807541474914874,0.9612398848054721,2.359295103409354,2.5528835604398927,1.1547200082704407,5.203046963510936
ENSMUSG00000002477,3,lps,6,2.7766556267237523,4.26445541440608,4.485289221466081,2.7766556267237523,1.5076362344987013,5.726954865423702,1.051784761616685,0.31243731869293656,3.071478618843413
ENSMUSG00000002477,3,pic,6,1.0077246274734546,0.4008966723073233,1.5485836255139163,0.05038623137367271,,,3.862799899538173,,
ENSMUSG00000002602,1,lps,6,0.5670598151648675,11.599105261261606,18.005527133327426,0.5670598151648675,0.4743355723527321,0.6724715068615721,1.5523203495240123,1.2788600326867101,1.9998216703684053
ENSMUSG00000002602,2,unst,0,0.14884976969470654,19.824685953020104,28.151204555406288,0.14884976969470654,,,1.4200075916520492,1.2274351975899445,1.6424540939035726
ENSMUSG00000002602,2,pic,4,0.14174271308077152,2.898783208679922,4.365228303302243,0.1488298487348101,0.1143871621530659,0.1907341000765268,1.4155300033536204,1.07205950284106,1.9267354252016975
ENSMUSG00000002602,2,lps,6,0.26427720928746623,12.500934449722626,25.13652492516311,0.27749106975183957,0.2349588042637149,0.30522130896673744,1.9504485265058902,1.6771358426142897,2.2725393418926365
ENSMUSG00000002602,2,pic,6,0.14477041141180874,4.93280878865724,8.56592771113069,0.1592474525529896,0.13111066693966839,0.18215921294512,1.6323300564534304,1.2862711767860449,1.9294832286043424
ENSMUSG00000002602,3,unst,0,0.3086077671011853,75.30243284713833,103.33960856256466,0.3086077671011853,,,1.3723276215038225,1.2188245664269077,1.5442965011323315
ENSMUSG00000002602,3,lps,2,0.29228722061097784,3.7925112170034536,5.925185836897677,0.29228722061097784,0.2395315218536076,0.35097978030583465,1.5623383815801333,1.23578977096106,2.0078665536154143
ENSMUSG00000002602,3,lps,4,0.4251369842176379,6.1942420877972415,11.711484011083218,0.4251369842176379,,,1.8907049232310493,1.6338155735522877,2.289463129086504
ENSMUSG00000002602,3,pic,4,0.39613745305287507,14.854453793452008,26.601923811195476,0.4159443257055188,0.36132824435040534,0.4684159282686706,1.7908382348546448,1.553982586887262,2.0624323655826267
ENSMUSG00000002602,3,lps,6,0.724182737471114,12.59154818977201,24.462386436362703,0.724182737471114,0.6158535496633224,0.8520157725811375,1.9427624044065732,1.6194644328466943,2.4561837651258256
ENSMUSG00000002602,3,pic,6,0.35077905001766535,4.911643998123216,11.883387705858876,0.3683180025185486,0.31074261147215615,0.4285880462586841,2.346848851237516,1.866570883867218,2.85735553567297
ENSMUSG00000002699,2,lps,6,1.7629849427577695,4.503597162202186,4.755104892601162,1.7629849427577695,1.1953277081222922,2.7436374666909566,1.055845965200847,0.49737480095633313,2.0100959138004306
ENSMUSG00000002844,2,lps,6,1.0197500056933941,0.348900971518872,1.263842177331899,0.050987500284669474,,,0.03622352129975548,,
ENSMUSG00000003161,3,lps,2,1.9864319773288628,2.8649021199792224,3.7624813503560777,1.9864319773288628,1.361841959753154,3.0434566069218763,1.313301883550341,0.6273099988004647,2.4907198335005494
ENSMUSG00000003161,3,pic,4,1.798849359952686,2.391994285007732,4.1149452300231415,1.798849359952686,1.1650375448326062,2.9417340328664245,1.7202989387618206,0.7397517959563065,3.5688887728704057
ENSMUSG00000003541,1,unst,0,0.8899265590181916,771.8036028479738,931.509792041521,0.8009339031163725,,,1.3517570574129674,1.2212773302897786,1.518422398272085
ENSMUSG00000003541,1,lps,2,1.2645091316448624,344.39714331778754,552.5477793794806,1.2645091316448624,,,1.6043912967931475,1.4889915237384597,1.7301672999371145
ENSMUSG00000003541,1,lps,4,1.778521327071043,174.8508089879841,432.4188482935129,1.867447393424595,,,2.2504966046461843,2.1372030606035857,2.4284203834649496
ENSMUSG00000003541,1,lps,6,1.1195379042827824,167.12247164932037,319.28839074575234,1.1755147994969215,,,1.8531902739761763,1.6967047940187578,2.026291307750597
ENSMUSG00000003541,2,lps,2,1.1202659278900728,154.93009671879292,246.54270964594969,1.1202659278900728,,,1.5913157925244115,1.4938721938929806,1.6851579983667433
ENSMUSG00000003541,2,lps,4,1.7598849257965976,449.98354919047375,1008.0344707618631,1.7598849257965976,,,2.172953741082469,2.0765385626796378,2.3212618097174103
ENSMUSG00000003541,2,lps,6,1.7876092454129566,249.54760290301328,432.2789285853036,1.7876092454129566,,,1.7322503745039335,1.6178863996263753,1.887069197992762
ENSMUSG00000003541,3,lps,2,1.1594727015542197,148.19476954985757,241.22036271113035,1.1594727015542197,,,1.6277252121909467,1.5270759682165655,1.7537277624932803
ENSMUSG00000003541,3,lps,4,1.6889924749034755,222.82992668993833,475.6380513348815,1.6889924749034755,,,2.1345339847314073,2.0213346698371537,2.2532917852281207
ENSMUSG00000003541,3,lps,6,1.7529639719578796,217.65997632799403,474.07285551114427,1.7529639719578796,,,2.1780433109886914,1.9988505730958845,2.365788680599433
ENSMUSG00000003617,1,unst,0,0.003318163530012543,2.405113958676173,4.566563113161154,0.004147704412515677,0.0016952373493401968,0.007517318080684137,1.7278068750072728,0.6673690158261019,5.39192103748844
ENSMUSG00000003617,1,lps,6,0.1396656489898745,4.812407802894244,5.867753128842042,0.1117325191918996,0.05309691885189384,0.1770426518417858,1.5485068553724057,0.9204119935247435,3.5529075175339697
ENSMUSG00000003617,2,lps,4,0.22005929808299132,245.27964809831786,422.02022994577186,0.22005929808299132,,,1.9270357781571932,1.7356805148322112,2.179929527433686
ENSMUSG00000003617,2,lps,6,0.19147558581165355,71.26842948198777,117.76485670410345,0.19147558581165355,,,1.6524126820258764,1.4090311477056858,1.926092757576178
ENSMUSG00000003617,3,lps,2,0.08756585127773901,23.32484748092323,36.53633098170643,0.08756585127773901,0.07667103796988509,0.10358049417675685,1.5664124282736904,1.3026533040156312,1.8902518600062395
ENSMUSG00000003617,3,lps,4,0.25520402964677996,7.7352870056979,19.746300952898448,0.26796423112911893,,,2.4761733999271787,2.177917824759211,2.7806474775622942
ENSMUSG00000003665,1,lps,2,0.0026787439354303234,2.606204565659626,10.799303396516112,0.0029466183289733553,0.0016217488164156776,0.005669113840934443,3.522136369489247,1.6334280763190834,8.07527383585073
ENSMUSG00000003812,2,lps,4,1.0890642808239273,0.9631024623902363,1.185653686899402,1.0890642808239273,0.48228327454211184,3.9224666706242988,1.2310774120095551,0.17252447062418133,3.6499391074174676
ENSMUSG00000003812,3,lps,4,0.7219222461855566,0.9173051813735523,1.180862822539619,0.7219222461855566,0.4006456366581951,1.9079591958776057,1.2873172925627885,0.2819173972399236,2.972911523829874
ENSMUSG00000003882,1,unst,0,1.7811046910121304,27.492156808924346,42.865876098173885,1.7811046910121304,1.5043633781194068,2.032555810847295,1.559203826607704,1.3620510405668051,1.8774004869894587
ENSMUSG00000003882,1,lps,2,2.102192674807005,60.40074987541436,75.27678972297628,2.207302308547355,,,1.24628899274009,1.1479335550357341,1.3514189037550943
ENSMUSG00000003882,1,pic,2,1.5107994488687295,67.22556040309198,72.83544060197919,1.586339421312166,,,1.0834486193235093,0.9951681662702081,1.1762592248327255
ENSMUSG00000003882,1,lps,4,1.5577137413964202,53.419450665609546,55.94606725355859,1.6355994284662412,,,1.047297689445834,0.9358150509967165,1.150980877251165
ENSMUSG00000003882,1,pic,4,1.1253986049989595,23.102508270007597,26.33212538126595,1.1816685352489074,0.9821597023495985,1.2914462244200386,1.0030196749500575,0.9260711951811935,1.116710271642179
ENSMUSG00000003882,1,lps,6,1.1770817585686872,268.6308361998859,296.54626710586234,1.1770817585686872,,,1.1039174478286804,0.983707788673546,1.2336350435851762
ENSMUSG00000003882,2,unst,0,2.2201302313416407,21.437614450099847,44.92397128278929,2.2201302313416407,,,2.2213017064282012,1.8915426509192441,2.613794123827045
ENSMUSG00000003882,2,lps,2,2.4460647520405407,29.068346525623515,43.38062251466635,2.3237615144385138,,,1.6266793331125688,1.5163132051560084,1.9303200177053115
ENSMUSG00000003882,2,pic,2,2.263249497928919,147.3972265874774,253.02204624213135,2.263249497928919,,,1.7165997766719692,1.6137891901930392,1.823485334533981
ENSMUSG00000003882,2,lps,4,1.1984868148710985,466.0337315634504,842.6871155018839,1.2584111556146536,,,1.7539642448081845,1.6264775011056074,1.854985574711304
ENSMUSG00000003882,2,pic,4,2.2883735716809954,10.731243461625311,26.342809535189847,2.2883735716809954,,,2.454776991072018,1.981352252654695,3.0202447035908806
ENSMUSG00000003882,2,lps,6,0.9287071822531734,33.08179542220915,76.4051725277407,0.9287071822531734,,,2.3095836109441272,2.1279386467729933,2.4938377405929693
ENSMUSG00000003882,2,pic,6,2.5108673004156725,8.71735826092574,22.54177057630797,2.5108673004156725,,,2.5082733558201524,1.9554167319786304,3.095769601004703
ENSMUSG00000003882,2,pic,6A,2.783357545216513,18.76468650685885,39.42477080811479,2.644189667955687,,,2.3531298158884137,1.8406013307305382,2.9097004316578743
ENSMUSG00000003882,3,unst,0,3.0059730932470403,83.92513389634999,115.30682896773779,3.0059730932470403,2.5808072457221383,3.2014403111185974,1.3739248734490566,1.2807493503884733,1.4721845200917356
ENSMUSG00000003882,3,lps,2,2.5282740745059433,333.072607089343,381.1475304750157,2.5282740745059433,,,1.1443376680111585,1.055656600279875,1.2197012628734047
ENSMUSG00000003882,3,pic,2,2.393340532176351,8.729268826915526,17.28636530940719,2.2736735055675332,,,2.099093015840391,1.5867733317639217,2.7288587427419957
ENSMUSG00000003882,3,lps,4,1.2383667333560129,164.7478366889516,215.9336785289374,1.2383667333560129,,,1.3106920422671533,1.2006774753674245,1.3918028425292965
ENSMUSG00000003882,3,pic,4,2.130710142926685,18.054717154807147,33.67354994422445,2.130710142926685,1.7787419905405484,2.562125712409526,1.8650832165076991,1.4843389068653665,2.564084290197814
ENSMUSG00000003882,3,lps,6,1.1976959577183273,101.15409437542272,166.64475773658032,1.1976959577183273,1.0036344027777298,1.3129258043503178,1.647434626996866,1.4952506585330516,1.842497579794298
ENSMUSG00000003882,3,pic,6,2.6997576448052385,14.34046222472177,27.124058610420647,2.6997576448052385,2.2540677512497216,3.3526069746198552,1.891435449246609,1.4098007548170464,2.611788538642166
ENSMUSG00000004098,1,lps,6,0.037257683500839515,997.9078108537241,1097.6527514493664,0.07824113535176297,0.044682389382221445,0.1169199677800257,1.066955441500152,,
ENSMUSG00000004098,2,lps,6,0.015769324404257202,3.1340410882520384,5.549371086885466,0.015769324404257202,0.007038285012236558,0.024988606540473347,1.77067591988098,0.9643797829172026,4.094449435342521
ENSMUSG00000004296,1,lps,2,0.0896045522855541,156.46801465243036,775.3681542790831,0.0896045522855541,,,5.104105146866519,4.386789249718925,5.8309354784893435
ENSMUSG00000004296,1,pic,2,0.03258518111514779,310.26938526254077,440.7755317861331,0.03258518111514779,0.025503234650715353,0.038805428701287864,1.420622055292893,1.0378572584697787,1.9662167113508782
ENSMUSG00000004296,1,lps,4,0.2038822266834063,241.84897764871332,579.9793247421152,0.14271755867838443,,,4.844172786542708,4.2863684205856405,5.53011691776144
ENSMUSG00000004296,1,pic,4,0.04329899300939882,6.066402909856223,7.607152806933592,0.04329899300939882,0.023223963060239872,0.0603712042120625,1.253980805424921,0.8276114602440389,2.4202191604594168
ENSMUSG00000004296,1,lps,6,0.0948293468736693,139.16260929298133,496.73818809750037,0.0948293468736693,,,4.2119867177901,3.5533388002151467,5.122262096392571
ENSMUSG00000004296,2,lps,2,0.11806517927527425,988.4413699547167,9614.594227343983,0.11806517927527425,,,9.435214554962345,,
ENSMUSG00000004296,2,lps,4,0.12328686964241203,319.8578541981139,7263.145060127315,0.11712252616029142,,,14.532745647703694,13.311599687190638,15.774656965444924
ENSMUSG00000004296,2,lps,6,0.1441733936494131,876.554505277216,10000.0,0.1297560542844718,,,17.568787687800032,15.853281369918209,20.11707203374015
ENSMUSG00000004296,2,pic,6A,0.0024339381354501607,6.129348229215128,66.98440874165311,0.004015997923492765,0.002281015503775915,0.006315614924234944,3.387826231007189,1.800301120681537,7.456615537378892
ENSMUSG00000004296,3,lps,2,0.09874385285392762,37.46585657083135,543.8068422109213,0.12342981606740952,0.11793211648735942,0.13135297982862598,,,
ENSMUSG00000004296,3,lps,4,0.46996392039670076,784.7920149348819,1720.5022024971927,0.18798556815868028,,,8.703444497304941,,
ENSMUSG00000004296,3,lps,6,0.2518805825689736,49.4212460640687,727.6245172621041,0.27706864082587096,,,14.281221902605646,13.001558159525068,15.791632840759217
ENSMUSG00000004771,1,lps,2,2.870963630877917,5.842340302909438,6.363268954226635,2.870963630877917,2.0670109042727858,4.311414737807718,1.0891643800786097,0.5262219165649558,1.9406818066259786
ENSMUSG00000004771,1,pic,2,1.224511730088931,0.7109068913261015,2.146404783985972,1.224511730088931,0.6218650766433118,2.267593341376365,3.0192488076492574,1.081279397691291,8.722413259840408
ENSMUSG00000004771,2,pic,4,2.5837818812359923,4.173288865897421,4.27582728348462,2.5837818812359923,1.5050930796220245,5.124457548226633,1.0245701701660543,0.35559548087471704,2.624043623194553
ENSMUSG00000004771,3,pic,4,3.6373210956450603,4.216036129777418,4.478330930115097,3.6373210956450603,1.864429543790068,8.743826354090212,1.062213603551715,0.25387286603822595,3.5644275918598534
ENSMUSG00000004771,3,lps,6,3.7961493406430207,12.568664324959176,14.575287946061803,4.175764274707323,2.8270918391789364,5.703622563470035,0.9161257854999819,0.622902201262919,1.9676694121336162
ENSMUSG00000004936,1,pic,4,0.5354929840237157,0.35391718108344805,1.4701581396331747,0.5354929840237157,0.15748211076076216,1.0499025636980883,4.153960921401368,,
ENSMUSG00000004936,1,lps,6,2.3730785646463883,3.5697408829862334,3.7542397495949285,2.3730785646463883,1.2273656669879525,4.969576299907957,1.0516841061176279,0.3186572304611097,3.258644767353275
ENSMUSG00000004952,2,pic,6,1.059744456704491,0.4134293419382389,1.0309744042329356,1.059744456704491,,,0.024937136764398904,,
ENSMUSG00000004952,3,lps,2,1.164562742830573,0.6873703044789943,1.0492944484006101,1.164562742830573,0.6348100245340431,4.68646351299311,1.5265344481180976,0.14644735220900895,3.0476179820251943
ENSMUSG00000004980,1,pic,4,1.8882382437252239,3.885337282948058,5.4359132260082585,1.8882382437252239,1.4048793905755323,2.629482944113596,1.399083999699423,0.7940362467286941,2.3029417645100096
ENSMUSG00000004980,1,lps,6,3.268965898556874,8.288927939577874,9.988242636089447,3.268965898556874,2.2882240314438884,5.123064358208318,1.2050101905697244,0.5781986772895616,2.2774250986889677
ENSMUSG00000004980,2,pic,2,3.254808658395749,8.583783377666558,9.27724116025017,3.254808658395749,2.4989565398924394,4.478794381607665,1.0807869621206732,0.6191967977840798,1.7266950233159377
ENSMUSG00000004980,2,pic,4,4.345540230571724,11.66244477959991,12.547021208760984,4.345540230571724,3.117607399484359,6.416811803738716,1.1081237329954725,0.5754974015376906,1.9731930438954193
ENSMUSG00000004980,2,pic,6A,3.7272310453506803,2.265418723009031,6.01897515230102,3.7272310453506803,2.4750942349468703,6.294220329428305,2.656893002237726,1.0054837794079865,5.6840946270579416
ENSMUSG00000004980,3,unst,0,5.449887934793258,7.318516216398675,7.934259074188592,5.449887934793258,3.4710016191978106,9.864397180734587,1.0841349311230897,0.35386309249563463,2.5193996937082717
ENSMUSG00000004980,3,lps,2,5.574870521108787,17.906042189759354,18.328731224059375,5.574870521108787,4.160691080119719,7.807496614127196,1.0236059442852068,0.5882958078237506,1.7618101468122844
ENSMUSG00000004980,3,pic,4,3.8837235438509845,4.293856343677122,9.213246271761458,3.8837235438509845,2.6500394007452313,6.52329684925485,2.145681069495568,0.8201989549150192,4.330333128281688
ENSMUSG00000004980,3,lps,6,4.278233325266149,7.161073249034446,12.61407292643035,4.278233325266149,3.017909764361731,6.5667606842139685,1.814322331638639,0.7955923357190988,3.337613998985903
ENSMUSG00000005087,1,lps,2,4.598485535958748,91.613019886506,259.993641303619,4.828409812756685,,,2.8379551468307658,2.6864296677945916,3.00036889299799
ENSMUSG00000005087,1,pic,2,2.4380962594147557,26.05433492497075,83.49559185090806,2.5600010723854933,,,3.0123914721243525,2.8519957385135326,3.218586056845026
ENSMUSG00000005087,1,lps,4,4.067541889952911,55.785961030109945,230.4099547823436,4.067541889952911,,,4.1302498070792755,3.9223774608542787,4.354041723685466
